Tweets
"VAs: If you’re thinking of making a demo BEFORE you’ve taken classes or booked a couple things, you’re setting yourself up for a bad time. Demo producers are not magicians who drag you through. It’s a DEMONSTRATION of what you can ALREADY do. Not what you hope you can do one day."
"Do these fursuits look familiar to you? They were just found abandoned in a North-Side Chicago park, I'm trying to get more specific information now but in the meantime maybe we can find the owners?"
Alright I’m posting something wholesome to cleanse the timeline because we all need this
